time_window,from_country,to_country,weight,degree,strength,p,alpha,significant
2011-2015,FR,PK,106,77,1666,0.063625450180072,0.0067634720175066,1
2011-2015,GB,PK,384,77,1666,0.2304921968787515,2.2500394698933646e-09,1
2011-2015,MY,PK,81,77,1666,0.0486194477791116,0.0226425054374665,1
2011-2015,SE,PK,82,77,1666,0.04921968787515,0.0215820996714508,1
2011-2015,US,PK,149,77,1666,0.0894357743097239,0.0008083591571774,1
2011-2015,DE,PL,199,101,1925,0.1033766233766233,1.8239198651720876e-05,1
2011-2015,ES,PL,87,101,1925,0.0451948051948052,0.0098056710645009,1
2011-2015,FR,PL,97,101,1925,0.0503896103896103,0.0056825825756137,1
2011-2015,GB,PL,198,101,1925,0.1028571428571428,1.932681868344701e-05,1
2011-2015,IT,PL,93,101,1925,0.0483116883116883,0.0070708813324978,1
2011-2015,UA,PL,161,101,1925,0.0836363636363636,0.0001609847342956,1
2011-2015,US,PL,184,101,1925,0.0955844155844155,4.333150040708008e-05,1
2011-2015,CO,PR,189,31,486,0.3888888888888889,3.8335876885113533e-07,1
2011-2015,US,PR,160,31,486,0.3292181069958848,6.272489228196373e-06,1
2011-2015,EG,PS,24,41,237,0.1012658227848101,0.0139717336264892,1
2011-2015,GB,PS,32,41,237,0.1350210970464135,0.0030214861080624,1
2011-2015,JO,PS,25,41,237,0.1054852320675105,0.0115744562248881,1
2011-2015,US,PS,29,41,237,0.1223628691983122,0.0054025594939039,1
2011-2015,BR,PT,2015,131,6578,0.3063241106719367,2.2405670834180402e-21,1
2011-2015,DE,PT,218,131,6578,0.033140772271207,0.0125089842364315,1
2011-2015,ES,PT,940,131,6578,0.1429005776831863,1.9681414621167677e-09,1
2011-2015,FR,PT,248,131,6578,0.0377014290057768,0.0067651793287121,1
2011-2015,GB,PT,536,131,6578,0.0814837336576467,1.589610536547044e-05,1
2011-2015,IT,PT,309,131,6578,0.0469747643660687,0.0019211978413778,1
2011-2015,NL,PT,150,131,6578,0.0228032836728488,0.0498493916675323,1
2011-2015,US,PT,359,131,6578,0.054575858923685,0.0006783743160056,1
2011-2015,BR,PY,121,28,264,0.4583333333333333,6.46795494603822e-08,1
2011-2015,ES,PY,51,28,264,0.1931818181818181,0.0030404878155492,1
2011-2015,CA,QA,54,80,1318,0.0409711684370258,0.0367029888164845,1
2011-2015,EG,QA,104,80,1318,0.0789074355083459,0.0015134178154049,1
2011-2015,FR,QA,50,80,1318,0.0379362670713201,0.0471089711812661,1
2011-2015,GB,QA,173,80,1318,0.1312594840667678,1.4870173543389711e-05,1
2011-2015,IN,QA,79,80,1318,0.0599393019726858,0.0075738341938597,1
2011-2015,JO,QA,51,80,1318,0.0386949924127465,0.0442624210791632,1
2011-2015,US,QA,216,80,1318,0.1638846737481032,7.228173297790205e-07,1
2011-2015,FR,RE,32,12,48,0.6666666666666666,5.645029269476769e-06,1
2011-2015,DE,RO,51,68,613,0.0831973898858075,0.0029681192828388,1
2011-2015,FR,RO,81,68,613,0.132137030995106,7.520168488784656e-05,1
2011-2015,GB,RO,61,68,613,0.099510603588907,0.0008913872444166,1
2011-2015,IT,RO,46,68,613,0.0750407830342577,0.0053729543794942,1
2011-2015,US,RO,58,68,613,0.0946166394779771,0.0012816754819715,1
2011-2015,BA,RS,60,60,372,0.1612903225806451,3.1123440110837355e-05,1
2011-2015,DE,RS,30,60,372,0.0806451612903225,0.0070065916031037,1
2011-2015,GB,RS,32,60,372,0.086021505376344,0.0049570426146708,1
2011-2015,IT,RS,19,60,372,0.0510752688172043,0.0453601168707124,1
2011-2015,US,RS,31,60,372,0.0833333333333333,0.0058948791690927,1
2011-2015,CN,RU,65,107,2014,0.03227408142999,0.0308852788963273,1
2011-2015,DE,RU,109,107,2014,0.0541211519364448,0.0027451397733141,1
2011-2015,FR,RU,88,107,2014,0.0436941410129096,0.0087753117994002,1
2011-2015,GB,RU,105,107,2014,0.0521350546176762,0.0034286644987384,1
2011-2015,IQ,RU,78,107,2014,0.038728897715988,0.0151937157084955,1
2011-2015,KZ,RU,161,107,2014,0.0799404170804369,0.0001460464580174,1
2011-2015,UA,RU,323,107,2014,0.160377358490566,8.97261402894759e-09,1
2011-2015,US,RU,167,107,2014,0.0829195630585898,0.0001035589164241,1
2011-2015,GB,RW,18,41,203,0.0886699507389162,0.0243796585943911,1
2011-2015,IN,RW,21,41,203,0.1034482758620689,0.0126769273917506,1
2011-2015,KE,RW,29,41,203,0.1428571428571428,0.0020995606024166,1
2011-2015,UG,RW,21,41,203,0.1034482758620689,0.0126769273917506,1
2011-2015,US,RW,15,41,203,0.0738916256157635,0.0463951362021623,1
2011-2015,ZA,RW,16,41,203,0.0788177339901477,0.0374819990162706,1
2011-2015,EG,SA,756,88,5117,0.1477428180574555,9.112724989502444e-07,1
2011-2015,GB,SA,444,88,5117,0.0867695915575532,0.0003719560889535,1
2011-2015,IN,SA,704,88,5117,0.1375806136408051,2.555703168142585e-06,1
2011-2015,JO,SA,256,88,5117,0.0500293140512018,0.0115023812125277,1
2011-2015,PK,SA,359,88,5117,0.0701582958764901,0.0017847804634639,1
2011-2015,SD,SA,346,88,5117,0.0676177447723275,0.0022629656619263,1
2011-2015,US,SA,494,88,5117,0.0965409419581786,0.0001458940070425,1
2011-2015,GB,SC,6,10,20,0.3,0.0403536069999999,1
2011-2015,GB,SD,21,56,265,0.0792452830188679,0.0106639323690156,1
2011-2015,MY,SD,16,56,265,0.060377358490566,0.0325417589486867,1
2011-2015,SA,SD,54,56,265,0.2037735849056604,3.6058858543259055e-06,1
2011-2015,CH,SE,140,128,5861,0.0238867087527725,0.0464011507039491,1
2011-2015,CN,SE,295,128,5861,0.0503327077290564,0.0014176794310735,1
2011-2015,DE,SE,499,128,5861,0.0851390547688107,1.236221264430646e-05,1
2011-2015,DK,SE,246,128,5861,0.041972359665586,0.0043152998720811,1
2011-2015,ES,SE,326,128,5861,0.0556219075243132,0.0006974768328454,1
2011-2015,FR,SE,253,128,5861,0.0431666951032247,0.003683053388215,1
2011-2015,GB,SE,500,128,5861,0.0853096741170448,1.2072824909023156e-05,1
2011-2015,IN,SE,241,128,5861,0.0411192629244156,0.0048317389465861,1
2011-2015,IT,SE,253,128,5861,0.0431666951032247,0.003683053388215,1
2011-2015,NL,SE,211,128,5861,0.0360006824773929,0.0095004517709954,1
2011-2015,US,SE,502,128,5861,0.085650912813513,1.1514061082509265e-05,1
2011-2015,AU,SG,215,90,3710,0.0579514824797843,0.0049263024469461,1
2011-2015,CN,SG,838,90,3710,0.2258760107816711,1.2709744203192926e-10,1
2011-2015,GB,SG,364,90,3710,0.0981132075471698,0.0001019836154047,1
2011-2015,IN,SG,410,90,3710,0.1105121293800539,2.9748337048186087e-05,1
2011-2015,US,SG,565,90,3710,0.1522911051212938,4.111117360385672e-07,1
2011-2015,GB,SI,23,53,309,0.0744336569579288,0.0179140091877114,1
2011-2015,HR,SI,40,53,309,0.1294498381877022,0.0007400782312953,1
2011-2015,IT,SI,24,53,309,0.0776699029126213,0.0149310995262668,1
2011-2015,RS,SI,19,53,309,0.0614886731391585,0.036885439338012,1
2011-2015,US,SI,20,53,309,0.0647249190938511,0.0308210119066759,1
2011-2015,CZ,SK,81,39,296,0.2736486486486486,5.291471441584463e-06,1
2011-2015,PL,SK,23,39,296,0.0777027027027027,0.0462482780399332,1
2011-2015,GB,SL,13,26,68,0.1911764705882352,0.0049698630300924,1
2011-2015,US,SL,12,26,68,0.1764705882352941,0.0077979035190448,1
2011-2015,IT,SM,7,4,10,0.7,0.027,1
2011-2015,FR,SN,46,46,178,0.2584269662921348,1.435247504305542e-06,1
2011-2015,KE,SO,14,25,100,0.14,0.0267893903146421,1
2011-2015,UG,SO,24,25,100,0.24,0.0013788791819032,1
2011-2015,KE,SS,9,27,79,0.1139240506329113,0.0430769222953033,1
2011-2015,SD,SS,9,27,79,0.1139240506329113,0.0430769222953033,1
2011-2015,UG,SS,18,27,79,0.2278481012658227,0.0012030158151667,1
2011-2015,ES,SV,33,27,104,0.3173076923076923,4.896099610910369e-05,1
2011-2015,US,SV,14,27,104,0.1346153846153846,0.0233044267056511,1
2011-2015,FR,SY,24,25,106,0.2264150943396226,0.0021095590711564,1
2011-2015,ZA,SZ,21,27,59,0.3559322033898305,1.0770136544361242e-05,1
2011-2015,CM,TD,6,26,40,0.15,0.0171978098522078,1
2011-2015,CN,TG,6,21,40,0.15,0.0387595310845143,1
2011-2015,AU,TH,59,79,1450,0.0406896551724137,0.0391572302723076,1
2011-2015,CN,TH,55,79,1450,0.0379310344827586,0.0489873581834684,1
2011-2015,GB,TH,156,79,1450,0.1075862068965517,0.0001393700255379,1
2011-2015,ID,TH,140,79,1450,0.096551724137931,0.0003634602214185,1
2011-2015,JP,TH,79,79,1450,0.0544827586206896,0.0126536931667138,1
2011-2015,US,TH,239,79,1450,0.1648275862068965,7.916605264815453e-07,1
2011-2015,VN,TH,89,79,1450,0.0613793103448275,0.0071487414730385,1
2011-2015,RU,TJ,9,9,26,0.3461538461538461,0.0334044701301696,1
2011-2015,BR,TL,24,22,92,0.2608695652173913,0.001750422118903,1
2011-2015,PT,TL,31,22,92,0.3369565217391304,0.000178806030102,1
2011-2015,FR,TN,161,42,303,0.5313531353135313,3.196497367554039e-14,1
2011-2015,CY,TR,120,122,4231,0.0283620893405814,0.0307637040918119,1
2011-2015,DE,TR,239,122,4231,0.056487827936658,0.0008799305201938,1
2011-2015,FR,TR,107,122,4231,0.0252895296620184,0.0450766242763965,1
2011-2015,GB,TR,503,122,4231,0.1188844244859371,2.2334605220825978e-07,1
2011-2015,IQ,TR,207,122,4231,0.0489246041125029,0.0023121103228851,1
2011-2015,IR,TR,224,122,4231,0.0529425667690853,0.0013852698093027,1
2011-2015,PK,TR,107,122,4231,0.0252895296620184,0.0450766242763965,1
2011-2015,US,TR,1024,122,4231,0.2420231623729614,2.7438987778764784e-15,1
2011-2015,GB,TT,19,25,81,0.2345679012345679,0.0016359125904384,1
2011-2015,US,TT,21,25,81,0.2592592592592592,0.0007447140648643,1
2011-2015,CN,TW,187,85,2475,0.0755555555555555,0.0013614089943772,1
2011-2015,GB,TW,161,85,2475,0.065050505050505,0.0035172619438161,1
2011-2015,ID,TW,280,85,2475,0.1131313131313131,4.170450683357969e-05,1
2011-2015,IN,TW,227,85,2475,0.0917171717171717,0.0003094373297317,1
2011-2015,JP,TW,99,85,2475,0.04,0.0324178027432528,1
2011-2015,US,TW,765,85,2475,0.3090909090909091,3.2460574232642016e-14,1
2011-2015,VN,TW,139,85,2475,0.0561616161616161,0.0077875590783486,1
2011-2015,CN,TZ,24,61,454,0.052863436123348,0.0384375911812,1
2011-2015,GB,TZ,46,61,454,0.1013215859030837,0.0016453512063836,1
2011-2015,IN,TZ,42,61,454,0.092511013215859,0.0029544850079278,1
2011-2015,UG,TZ,38,61,454,0.0837004405286343,0.0052753182651995,1
2011-2015,US,TZ,38,61,454,0.0837004405286343,0.0052753182651995,1
2011-2015,DE,UA,40,69,501,0.0798403193612774,0.0034889726699982,1
2011-2015,FR,UA,26,69,501,0.0518962075848303,0.0266808766797035,1
2011-2015,GB,UA,23,69,501,0.0459081836327345,0.0409384702808007,1
2011-2015,PL,UA,43,69,501,0.0858283433133732,0.0022381394655082,1
2011-2015,RU,UA,97,69,501,0.1936127744510978,4.41537372123894e-07,1
2011-2015,US,UA,52,69,501,0.1037924151696606,0.0005804780862651,1
2011-2015,GB,UG,70,63,486,0.1440329218106996,6.491391531315296e-05,1
2011-2015,KE,UG,30,63,486,0.0617283950617283,0.0192473769101941,1
2011-2015,NG,UG,40,63,486,0.0823045267489712,0.0048675738119686,1
2011-2015,US,UG,53,63,486,0.1090534979423868,0.0007776799096143,1
2011-2015,ZA,UG,28,63,486,0.0576131687242798,0.0252470675471639,1
2011-2015,AU,US,1014,198,55411,0.0182996155997906,0.0262939193639635,1
2011-2015,BR,US,3012,198,55411,0.054357438053816,1.6528032214576735e-05,1
2011-2015,CA,US,2865,198,55411,0.0517045352005919,2.8701440328579166e-05,1
2011-2015,CH,US,867,198,55411,0.0156467127465665,0.044745174291629,1
2011-2015,CN,US,9950,198,55411,0.1795672339427189,1.1653874802230912e-17,1
2011-2015,CO,US,843,198,55411,0.0152135857501218,0.0487959271019806,1
2011-2015,DE,US,2074,198,55411,0.0374293912761004,0.0005447805024868,1
2011-2015,ES,US,1695,198,55411,0.0305895941239104,0.002197922698957,1
2011-2015,FR,US,1777,198,55411,0.0320694446950966,0.0016266995557274,1
2011-2015,GB,US,3623,198,55411,0.0653841295049719,1.639573259899186e-06,1
2011-2015,IN,US,4837,198,55411,0.0872931367418021,1.5320371982178937e-08,1
2011-2015,IR,US,882,198,55411,0.0159174171193445,0.0423852195657212,1
2011-2015,IT,US,1369,198,55411,0.0247062857555359,0.0072390031377946,1
2011-2015,JP,US,1317,198,55411,0.0237678439299056,0.0087490807820538,1
2011-2015,KR,US,1761,198,55411,0.0317806933641334,0.0017251484021865,1
2011-2015,SA,US,854,198,55411,0.0154121022901589,0.0468959316322619,1
2011-2015,TR,US,1113,198,55411,0.0200862644601252,0.0183656166687301,1
2011-2015,AR,UY,49,30,307,0.1596091205211726,0.0064559266002983,1
2011-2015,BR,UY,54,30,307,0.1758957654723127,0.0036600096061885,1
2011-2015,ES,UY,74,30,307,0.2410423452768729,0.0003359764376091,1
2011-2015,RU,UZ,28,23,83,0.3373493975903614,0.0001170202809879,1
2011-2015,IT,VA,17,10,31,0.5483870967741935,0.0007814425886438,1
2011-2015,CO,VE,396,42,809,0.4894932014833127,1.0667501971853057e-12,1
2011-2015,CU,VE,68,42,809,0.0840543881334981,0.0273311018799067,1
2011-2015,ES,VE,110,42,809,0.1359703337453646,0.0024984739142173,1
2011-2015,US,VI,15,6,20,0.75,0.0009765625,1
2011-2015,AU,VN,135,53,1029,0.1311953352769679,0.0006667322917247,1
2011-2015,FR,VN,121,53,1029,0.1175898931000971,0.0014957693694758,1
2011-2015,GB,VN,85,53,1029,0.0826044703595724,0.0112965080425484,1
2011-2015,JP,VN,77,53,1029,0.0748299319727891,0.0175195048787317,1
2011-2015,KR,VN,107,53,1029,0.1039844509232264,0.0033144266106733,1
2011-2015,US,VN,97,53,1029,0.0942662779397473,0.0058080180149327,1
2011-2015,FJ,VU,5,9,15,0.3333333333333333,0.0390184423106234,1
2011-2015,AL,XK,15,16,50,0.3,0.0047475615099429,1
2011-2015,EG,YE,26,33,173,0.1502890173410404,0.0054535514135832,1
2011-2015,IN,YE,21,33,173,0.1213872832369942,0.0159044814566716,1
2011-2015,MY,YE,45,33,173,0.2601156069364161,6.504946493372392e-05,1
2011-2015,DE,ZA,89,123,3501,0.0254213081976578,0.043217857293931,1
2011-2015,GB,ZA,366,123,3501,0.104541559554413,1.411051929707722e-06,1
2011-2015,GH,ZA,119,123,3501,0.0339902884890031,0.0147143839660008,1
2011-2015,IN,ZA,160,123,3501,0.0457012282205084,0.0033227105815132,1
2011-2015,KE,ZA,149,123,3501,0.0425592687803484,0.0049619422063551,1
2011-2015,NG,ZA,524,123,3501,0.149671522422165,2.5679130453307712e-09,1
2011-2015,US,ZA,285,123,3501,0.0814053127677806,3.170438812488316e-05,1
2011-2015,ZW,ZA,360,123,3501,0.1028277634961439,1.7817662457321993e-06,1
2011-2015,GB,ZM,36,47,229,0.1572052401746725,0.0003830046323798,1
2011-2015,US,ZM,23,47,229,0.1004366812227074,0.0076817461132053,1
2011-2015,ZA,ZM,31,47,229,0.1353711790393013,0.0012421286082123,1
2011-2015,ZW,ZM,18,47,229,0.0786026200873362,0.0231505202987152,1
2011-2015,GB,ZW,29,39,246,0.1178861788617886,0.0085101225917265,1
2011-2015,ZA,ZW,92,39,246,0.3739837398373983,1.863173599858757e-08,1
2016-2020,ES,AD,28,10,38,0.7368421052631579,6.05267883914696e-06,1
2016-2020,EG,AE,127,111,2833,0.0448288033886339,0.0064407130626835,1
2016-2020,FR,AE,85,111,2833,0.0300035298270384,0.0350523327179009,1
2016-2020,GB,AE,337,111,2833,0.1189551711966113,8.908010369197651e-07,1
2016-2020,IN,AE,401,111,2833,0.1415460642428521,5.115281857862661e-08,1
2016-2020,JO,AE,149,111,2833,0.0525944228732792,0.0026239349692073,1
2016-2020,MY,AE,93,111,2833,0.0328273914578185,0.0254354082702119,1
2016-2020,PK,AE,126,111,2833,0.0444758206847864,0.0067078746369525,1
2016-2020,SA,AE,136,111,2833,0.0480056477232615,0.0044645831164616,1
2016-2020,US,AE,324,111,2833,0.1143663960465937,1.5774280068786066e-06,1
2016-2020,IN,AF,61,53,287,0.2125435540069686,4.015875177565244e-06,1
2016-2020,IR,AF,35,53,287,0.1219512195121951,0.0011560310272548,1
2016-2020,JP,AF,23,53,287,0.0801393728222996,0.0129880983045916,1
2016-2020,PK,AF,32,53,287,0.1114982578397212,0.0021390983483895,1
2016-2020,US,AG,10,11,22,0.4545454545454545,0.0023312328394264,1
2016-2020,IT,AL,36,43,209,0.1722488038277512,0.0003562807146218,1
2016-2020,MK,AL,23,43,209,0.1100478468899521,0.0074713596134419,1
2016-2020,TR,AL,20,43,209,0.0956937799043062,0.0146302503789825,1
2016-2020,US,AL,18,43,209,0.0861244019138756,0.022764462880544,1
2016-2020,XK,AL,16,43,209,0.0765550239234449,0.0352584293252372,1
2016-2020,DE,AM,13,41,145,0.0896551724137931,0.023347326613056,1
2016-2020,RU,AM,25,41,145,0.1724137931034483,0.0005158575040609,1
2016-2020,US,AM,20,41,145,0.1379310344827586,0.0026404650956892,1
2016-2020,BR,AO,51,36,317,0.1608832807570978,0.0021566670565749,1
2016-2020,CU,AO,87,36,317,0.2744479495268139,1.328617850297009e-05,1
2016-2020,PT,AO,95,36,317,0.2996845425867508,3.848397538118732e-06,1
2016-2020,BR,AR,383,64,3009,0.1272848122299767,0.0001883517427138,1
2016-2020,CL,AR,182,64,3009,0.0604852110335659,0.0196303529053664,1
2016-2020,CO,AR,509,64,3009,0.1691591890993685,8.50398956711366e-06,1
2016-2020,EC,AR,349,64,3009,0.1159853772017281,0.0004235895916049,1
2016-2020,ES,AR,354,64,3009,0.1176470588235294,0.0003762419994293,1
2016-2020,US,AR,180,64,3009,0.0598205383848454,0.0205247493491945,1
2016-2020,CH,AT,240,116,5448,0.0440528634361233,0.0056220643907613,1
2016-2020,DE,AT,1205,116,5448,0.2211820851688693,3.274404127772953e-13,1
2016-2020,ES,AT,200,116,5448,0.0367107195301027,0.0135526323842598,1
2016-2020,FR,AT,180,116,5448,0.0330396475770925,0.0209892417297811,1
2016-2020,GB,AT,488,116,5448,0.0895741556534508,2.0564891490888772e-05,1
2016-2020,IT,AT,350,116,5448,0.0642437591776798,0.0004827410228295,1
2016-2020,NL,AT,149,116,5448,0.0273494860499265,0.0412130133822356,1
2016-2020,US,AT,415,116,5448,0.0761747430249632,0.0001103648104237,1
2016-2020,BD,AU,537,152,16626,0.0322988090941898,0.0070296322050815,1
2016-2020,BR,AU,444,152,16626,0.0267051605918441,0.0167844657140841,1
2016-2020,CA,AU,450,152,16626,0.0270660411403825,0.0158703927396847,1
2016-2020,CN,AU,1815,152,16626,0.1091663659328762,2.6259561627059663e-08,1
2016-2020,DE,AU,555,152,16626,0.0333814507398051,0.0059364096710335,1
2016-2020,GB,AU,1971,152,16626,0.1185492601948755,5.307683746171603e-09,1
2016-2020,ID,AU,525,152,16626,0.0315770479971129,0.0078673079477425,1
2016-2020,IN,AU,841,152,16626,0.0505834235534704,0.0003944376107106,1
2016-2020,IR,AU,369,152,16626,0.0221941537351136,0.033740154309773,1
2016-2020,LK,AU,453,152,16626,0.0272464814146517,0.0154320765077123,1
2016-2020,MY,AU,344,152,16626,0.0206904847828702,0.0425516211194642,1
2016-2020,NZ,AU,510,152,16626,0.0306748466257668,0.0090550711082672,1
2016-2020,SG,AU,384,152,16626,0.0230963551064597,0.029350211031889,1
2016-2020,US,AU,1659,152,16626,0.0997834716708769,1.277598391751499e-07,1
2016-2020,GB,AZ,24,43,217,0.1105990783410138,0.0072794431164387,1
2016-2020,RU,AZ,18,43,217,0.0829493087557603,0.026334215644146,1
2016-2020,TR,AZ,61,43,217,0.2811059907834101,9.548261602198745e-07,1
2016-2020,HR,BA,20,31,172,0.1162790697674418,0.0245162607129478,1
2016-2020,RS,BA,59,31,172,0.3430232558139535,3.3612428954341035e-06,1
2016-2020,US,BB,18,16,53,0.3396226415094339,0.001980991541792,1
2016-2020,AU,BD,181,83,1879,0.0963278339542309,0.0002471122506596,1
2016-2020,CN,BD,118,83,1879,0.0627993613624268,0.0049008478647325,1
2016-2020,DE,BD,73,83,1879,0.038850452368281,0.0388024548200676,1
2016-2020,GB,BD,230,83,1879,0.1224055348589675,2.239225311464397e-05,1
2016-2020,IN,BD,83,83,1879,0.0441724321447578,0.0246106612641016,1
2016-2020,JP,BD,250,83,1879,0.1330494944119212,8.232522854764262e-06,1
2016-2020,KR,BD,91,83,1879,0.0484300159659393,0.0170663330822029,1
2016-2020,MY,BD,180,83,1879,0.0957956359765832,0.0002593349794953,1
2016-2020,US,BD,141,83,1879,0.0750399148483235,0.0016675748823496,1
2016-2020,BR,BE,190,149,7997,0.0237589095910966,0.0284739904747066,1
2016-2020,CH,BE,173,149,7997,0.0216331124171564,0.0392878599343715,1
2016-2020,CN,BE,356,149,7997,0.04451669376016,0.0011830942471012,1
2016-2020,DE,BE,482,149,7997,0.0602726022258346,0.0001009902757528,1
2016-2020,ES,BE,501,149,7997,0.0626484931849443,6.94332214865961e-05,1
2016-2020,FR,BE,674,149,7997,0.0842816056021007,2.1916280070753745e-06,1
2016-2020,GB,BE,632,149,7997,0.0790296361135425,5.109247768046101e-06,1
2016-2020,IN,BE,219,149,7997,0.0273852694760535,0.016415145385531,1
2016-2020,IT,BE,475,149,7997,0.0593972739777416,0.0001159104239329,1
2016-2020,NL,BE,666,149,7997,0.083281230461423,2.576002477323082e-06,1
2016-2020,PT,BE,227,149,7997,0.0283856446167312,0.0140961519303144,1
2016-2020,US,BE,475,149,7997,0.0593972739777416,0.0001159104239329,1
2016-2020,BJ,BF,17,38,215,0.0790697674418604,0.0474666981677715,1
2016-2020,FR,BF,37,38,215,0.1720930232558139,0.0009232452215613,1
2016-2020,BR,BG,20,61,358,0.0558659217877094,0.0317702343249411,1
2016-2020,DE,BG,34,61,358,0.0949720670391061,0.002510261779884,1
2016-2020,GB,BG,42,61,358,0.1173184357541899,0.0005600713515735,1
2016-2020,IT,BG,18,61,358,0.0502793296089385,0.0452640514648954,1
2016-2020,US,BG,27,61,358,0.0754189944134078,0.0090510304903257,1
2016-2020,EG,BH,22,40,236,0.0932203389830508,0.0220074155900133,1
2016-2020,GB,BH,34,40,236,0.1440677966101695,0.0023181166834369,1
2016-2020,IN,BH,39,40,236,0.1652542372881356,0.0008721972328089,1
2016-2020,CD,BI,7,28,60,0.1166666666666666,0.0351046557769244,1
2016-2020,FR,BJ,22,35,169,0.1301775147928994,0.0087225089666986,1
2016-2020,NG,BJ,27,35,169,0.1597633136094674,0.0026894021774275,1
2016-2020,GB,BN,36,30,134,0.2686567164179104,0.0001146877526093,1
2016-2020,MY,BN,22,30,134,0.1641791044776119,0.0055116737778114,1
2016-2020,BR,BO,36,38,359,0.1002785515320334,0.0200446616043618,1
2016-2020,ES,BO,53,38,359,0.1476323119777158,0.0027114286609801,1
2016-2020,PE,BO,34,38,359,0.0947075208913649,0.0251877723138413,1
2016-2020,AR,BR,292,143,11738,0.0248764695859601,0.0279555710513549,1
2016-2020,CA,BR,417,143,11738,0.0355256432100868,0.0058786458941428,1
2016-2020,CO,BR,864,143,11738,0.0736070880899642,1.927177583111388e-05,1
2016-2020,DE,BR,481,143,11738,0.0409780201056398,0.002628183288226,1
2016-2020,ES,BR,654,143,11738,0.0557164764014312,0.0002914355281893,1
2016-2020,FR,BR,754,143,11738,0.0642358153007326,8.046953750797821e-05,1
2016-2020,GB,BR,814,143,11738,0.0693474186403135,3.696896169403651e-05,1
2016-2020,IT,BR,370,143,11738,0.0315215539274152,0.0105870334036274,1
2016-2020,PE,BR,413,143,11738,0.0351848696541148,0.0061810603230506,1
2016-2020,PT,BR,1308,143,11738,0.1114329528028625,5.176173933200508e-08,1
2016-2020,US,BR,2145,143,11738,0.1827398193900153,3.590609532412284e-13,1
2016-2020,US,BS,14,24,50,0.28,0.0005231755239499,1
2016-2020,IN,BT,50,18,116,0.4310344827586206,6.862163908890465e-05,1
2016-2020,GB,BW,28,45,213,0.1314553990610328,0.0020269988319291,1
2016-2020,ZA,BW,60,45,213,0.2816901408450704,4.76124363040446e-07,1
2016-2020,ZW,BW,24,45,213,0.1126760563380281,0.0051953741877168,1
2016-2020,CN,BY,16,38,127,0.1259842519685039,0.0068582378020488,1
2016-2020,RU,BY,31,38,127,0.2440944881889764,3.186382785287876e-05,1
2016-2020,US,BZ,7,15,30,0.2333333333333333,0.0242377408771387,1
2016-2020,AU,CA,376,162,14938,0.0251707055830767,0.0165006111405673,1
2016-2020,BR,CA,837,162,14938,0.0560315972687106,9.292886984333757e-05,1
2016-2020,CN,CA,1219,162,14938,0.081603963047262,1.116426561881014e-06,1
2016-2020,DE,CA,480,162,14938,0.0321328156379702,0.0052040111047856,1
2016-2020,FR,CA,826,162,14938,0.0552952202436738,0.0001053596070699,1
2016-2020,GB,CA,1158,162,14938,0.0775204177266033,2.2805455843376957e-06,1
2016-2020,IN,CA,749,162,14938,0.0501405810684161,0.0002530187526185,1
2016-2020,IR,CA,765,162,14938,0.0512116749230151,0.0002109902834038,1
2016-2020,US,CA,3136,162,14938,0.2099343955014058,3.3401655098735546e-17,1
2016-2020,BE,CD,31,47,171,0.1812865497076023,0.000100941223194,1
2016-2020,FR,CD,11,47,171,0.0643274853801169,0.0469567601110763,1
2016-2020,UG,CD,11,47,171,0.0643274853801169,0.0469567601110763,1
2016-2020,ZA,CD,14,47,171,0.0818713450292397,0.0196590683575381,1
2016-2020,CO,CG,11,37,76,0.1447368421052631,0.0035941112595835,1
2016-2020,NG,CG,7,37,76,0.0921052631578947,0.0308516179344003,1
2016-2020,AT,CH,301,153,12722,0.0236598019179374,0.0262650312817313,1
2016-2020,CA,CH,322,153,12722,0.0253104857726772,0.0203084452326504,1
2016-2020,CN,CH,445,153,12722,0.0349787769218676,0.004462758846225,1
2016-2020,DE,CH,1808,153,12722,0.1421160194937903,7.605729007287649e-11,1
2016-2020,ES,CH,494,153,12722,0.0388303725829272,0.0024299979076979,1
2016-2020,FR,CH,1135,153,12722,0.0892155321490331,6.779124190878915e-07,1
2016-2020,GB,CH,1315,153,12722,0.1033642509039459,6.275374471076879e-08,1
2016-2020,IN,CH,256,153,12722,0.0201226222292092,0.0455096148377858,1
2016-2020,IT,CH,1007,153,12722,0.0791542210344285,3.6008833877372216e-06,1
2016-2020,NL,CH,474,153,12722,0.0372582927212702,0.0031152115211505,1
2016-2020,US,CH,1425,153,12722,0.1120106901430592,1.438719408330228e-08,1
2016-2020,BJ,CI,16,38,177,0.0903954802259887,0.0300293932854248,1
2016-2020,FR,CI,35,38,177,0.1977401129943503,0.0002881760516943,1
2016-2020,AR,CL,172,79,4184,0.0411089866156787,0.0378443789123429,1
2016-2020,BR,CL,283,79,4184,0.0676386233269598,0.004242026793692,1
2016-2020,CO,CL,378,79,4184,0.0903441682600382,0.0006200324669078,1
2016-2020,EC,CL,190,79,4184,0.0454110898661567,0.0266488213069179,1
2016-2020,ES,CL,735,79,4184,0.1756692160611854,2.857053965502958e-07,1
2016-2020,FR,CL,169,79,4184,0.0403919694072657,0.0401164184671109,1
2016-2020,GB,CL,258,79,4184,0.0616634799235181,0.0069818789293142,1
2016-2020,MX,CL,167,79,4184,0.0399139579349904,0.0417053872419557,1
2016-2020,PE,CL,164,79,4184,0.0391969407265774,0.0442060207871206,1
