time_window,from_country,to_country,weight,degree,strength,p,alpha,significant
2001-2005,US,EG,92,60,451,0.2039911308203991,1.4261213950177002e-06,1
2001-2005,AR,ES,239,111,5428,0.0440309506263817,0.0070602728947817,1
2001-2005,BR,ES,241,111,5428,0.0443994104642593,0.0067671373401116,1
2001-2005,CL,ES,286,111,5428,0.052689756816507,0.0025950496121579,1
2001-2005,CO,ES,606,111,5428,0.1116433308769344,2.2111101383755948e-06,1
2001-2005,DE,ES,227,111,5428,0.0418201915991156,0.009102729276012,1
2001-2005,FR,ES,252,111,5428,0.0464259395725865,0.0053578080944353,1
2001-2005,GB,ES,437,111,5428,0.0805084745762711,9.778008188562314e-05,1
2001-2005,IT,ES,218,111,5428,0.0401621223286661,0.0110094918500142,1
2001-2005,MX,ES,457,111,5428,0.0841930729550479,6.286829127695859e-05,1
2001-2005,PE,ES,185,111,5428,0.0340825350036846,0.0220496682612225,1
2001-2005,PT,ES,485,111,5428,0.0893515106853353,3.377418376470819e-05,1
2001-2005,US,ES,485,111,5428,0.0893515106853353,3.377418376470819e-05,1
2001-2005,VE,ES,218,111,5428,0.0401621223286661,0.0110094918500142,1
2001-2005,DE,ET,16,35,131,0.1221374045801526,0.0119262118528718,1
2001-2005,IN,ET,42,35,131,0.3206106870229007,1.9590078380833528e-06,1
2001-2005,DE,FI,40,62,524,0.0763358778625954,0.0078769584441446,1
2001-2005,ES,FI,30,62,524,0.0572519083969465,0.0274242890901516,1
2001-2005,GB,FI,69,62,524,0.1316793893129771,0.0001817551352325,1
2001-2005,SE,FI,27,62,524,0.0515267175572519,0.0396763037768531,1
2001-2005,US,FI,54,62,524,0.1030534351145038,0.0013145007192434,1
2001-2005,AU,FJ,13,12,33,0.3939393939393939,0.0040520669621155,1
2001-2005,BE,FR,115,134,4755,0.0241850683491062,0.0385364836946526,1
2001-2005,BR,FR,267,134,4755,0.0561514195583596,0.0004592080446223,1
2001-2005,CA,FR,145,134,4755,0.0304942166140904,0.0162631155413149,1
2001-2005,CH,FR,161,134,4755,0.0338590956887486,0.0102419453671905,1
2001-2005,CN,FR,108,134,4755,0.0227129337539432,0.0470918888534063,1
2001-2005,CO,FR,120,134,4755,0.0252365930599369,0.0333884215834379,1
2001-2005,DE,FR,295,134,4755,0.0620399579390115,0.0001997638407419,1
2001-2005,ES,FR,268,134,4755,0.0563617245005257,0.000445797797551,1
2001-2005,GB,FR,388,134,4755,0.0815983175604626,1.2115607521944943e-05,1
2001-2005,IT,FR,255,134,4755,0.0536277602523659,0.0006550055845049,1
2001-2005,MX,FR,107,134,4755,0.022502628811777,0.048459011234373,1
2001-2005,PT,FR,125,134,4755,0.0262881177707676,0.0289236086052317,1
2001-2005,US,FR,550,134,4755,0.1156677181913775,7.940698167567854e-08,1
2001-2005,FR,GA,5,6,10,0.5,0.03125,1
2001-2005,AU,GB,419,153,11267,0.0371882488683766,0.0031498516151165,1
2001-2005,CA,GB,311,153,11267,0.0276027336469335,0.0141986432780052,1
2001-2005,CN,GB,505,153,11267,0.0448211591373036,0.0009394494052108,1
2001-2005,DE,GB,601,153,11267,0.0533416171119197,0.0002406463752764,1
2001-2005,ES,GB,477,153,11267,0.0423360255613739,0.0013944368644306,1
2001-2005,FR,GB,514,153,11267,0.0456199520724238,0.0008272664769733,1
2001-2005,GR,GB,426,153,11267,0.0378095322623591,0.002855483242326,1
2001-2005,IE,GB,301,153,11267,0.0267151859412443,0.0163106766820619,1
2001-2005,IN,GB,455,153,11267,0.0403834206088577,0.0019004519423318,1
2001-2005,IT,GB,384,153,11267,0.0340818318984645,0.0051396186691328,1
2001-2005,MY,GB,346,153,11267,0.0307091506168456,0.008730219110316,1
2001-2005,NL,GB,261,153,11267,0.0231649951184876,0.0283677278640203,1
2001-2005,PT,GB,343,153,11267,0.0304428863051389,0.0091024094413892,1
2001-2005,US,GB,1450,153,11267,0.1286944173249312,8.05221745905649e-10,1
2001-2005,US,GD,18,4,21,0.8571428571428571,0.0029154518950437,1
2001-2005,US,GE,9,16,37,0.2432432432432432,0.0152877865047061,1
2001-2005,FR,GF,7,4,11,0.6363636363636364,0.0480841472577009,1
2001-2005,GB,GH,16,31,99,0.1616161616161616,0.0050499483163177,1
2001-2005,NO,GH,10,31,99,0.101010101010101,0.0409868329231218,1
2001-2005,US,GH,13,31,99,0.1313131313131313,0.0146520266319844,1
2001-2005,GB,GM,7,7,15,0.4666666666666667,0.0230140137174211,1
2001-2005,FR,GP,12,3,14,0.8571428571428571,0.0204081632653061,1
2001-2005,FR,GR,43,57,811,0.0530209617755857,0.0473217161230231,1
2001-2005,GB,GR,371,57,811,0.4574599260172626,1.343327938848302e-15,1
2001-2005,US,GR,113,57,811,0.1393341553637484,0.0002242517449532,1
2001-2005,MX,GT,10,16,46,0.217391304347826,0.0253028846871158,1
2001-2005,CN,HK,314,34,563,0.5577264653641207,2.0314279525221367e-12,1
2001-2005,GB,HK,60,34,563,0.1065719360568383,0.0242642279195549,1
2001-2005,US,HK,59,34,563,0.1047957371225577,0.0259078081625108,1
2001-2005,BA,HR,11,26,96,0.1145833333333333,0.0477191079933814,1
2001-2005,US,HR,20,26,96,0.2083333333333333,0.0029077628325324,1
2001-2005,GB,HU,20,44,280,0.0714285714285714,0.04131032531602,1
2001-2005,RO,HU,37,44,280,0.1321428571428571,0.0022556640450557,1
2001-2005,US,HU,42,44,280,0.15,0.0009226007550895,1
2001-2005,AU,ID,84,41,390,0.2153846153846154,6.113258750862204e-05,1
2001-2005,GB,ID,34,41,390,0.0871794871794871,0.0260264921500957,1
2001-2005,JP,ID,41,41,390,0.1051282051282051,0.0117606898578472,1
2001-2005,MY,ID,29,41,390,0.0743589743589743,0.0454677847334106,1
2001-2005,NL,ID,29,41,390,0.0743589743589743,0.0454677847334106,1
2001-2005,US,ID,63,41,390,0.1615384615384615,0.0008696126032908,1
2001-2005,DE,IE,47,75,935,0.0502673796791443,0.0220039304240488,1
2001-2005,ES,IE,40,75,935,0.0427807486631016,0.0393410012549904,1
2001-2005,FR,IE,38,75,935,0.0406417112299465,0.0464067955334161,1
2001-2005,GB,IE,329,75,935,0.3518716577540107,1.155885947075121e-14,1
2001-2005,US,IE,140,75,935,0.1497326203208556,6.125031351451411e-06,1
2001-2005,GB,IL,23,55,379,0.0606860158311345,0.0340237792730586,1
2001-2005,RU,IL,30,55,379,0.079155672823219,0.0116427538976092,1
2001-2005,US,IL,146,55,379,0.3852242744063324,3.896748681489399e-12,1
2001-2005,DE,IN,44,84,847,0.0519480519480519,0.0119417287085235,1
2001-2005,ET,IN,32,84,847,0.037780401416765,0.0409033113491423,1
2001-2005,GB,IN,89,84,847,0.1050767414403778,9.959121024665032e-05,1
2001-2005,IR,IN,43,84,847,0.050767414403778,0.013241250103113,1
2001-2005,NP,IN,39,84,847,0.0460448642266824,0.0199903264713544,1
2001-2005,US,IN,214,84,847,0.2526564344746163,3.1782267160113166e-11,1
2001-2005,GB,IQ,21,31,103,0.203883495145631,0.0010697907301222,1
2001-2005,LY,IQ,16,31,103,0.1553398058252427,0.0063162721960147,1
2001-2005,CA,IR,27,34,277,0.0974729241877256,0.033899079623009,1
2001-2005,GB,IR,76,34,277,0.2743682310469314,2.53301356607007e-05,1
2001-2005,IN,IR,27,34,277,0.0974729241877256,0.033899079623009,1
2001-2005,US,IR,27,34,277,0.0974729241877256,0.033899079623009,1
2001-2005,GB,IS,17,22,112,0.1517857142857142,0.03152225188206,1
2001-2005,US,IS,41,22,112,0.3660714285714285,6.963808936471052e-05,1
2001-2005,BR,IT,93,103,2417,0.0384774513860157,0.0182753741792437,1
2001-2005,CH,IT,90,103,2417,0.0372362432767894,0.0208455209799226,1
2001-2005,DE,IT,181,103,2417,0.0748862225899875,0.000356373316141,1
2001-2005,ES,IT,199,103,2417,0.0823334712453454,0.0001562639950711,1
2001-2005,FR,IT,176,103,2417,0.0728175424079437,0.0004475597524832,1
2001-2005,GB,IT,310,103,2417,0.128258171286719,8.309297156320652e-07,1
2001-2005,US,IT,383,103,2417,0.1584609019445593,2.278129533586613e-08,1
2001-2005,GB,JM,8,9,25,0.32,0.0457163239653375,1
2001-2005,GB,JO,51,47,411,0.1240875912408759,0.0022552320196578,1
2001-2005,IQ,JO,45,47,411,0.1094890510948905,0.0048239869230862,1
2001-2005,US,JO,117,47,411,0.2846715328467153,2.0288661327558305e-07,1
2001-2005,BD,JP,117,111,2730,0.0428571428571428,0.0080806053280028,1
2001-2005,CN,JP,293,111,2730,0.1073260073260073,3.7689210129952832e-06,1
2001-2005,DE,JP,84,111,2730,0.0307692307692307,0.0321359548963094,1
2001-2005,GB,JP,121,111,2730,0.0443223443223443,0.0068274342512591,1
2001-2005,ID,JP,200,111,2730,0.0732600732600732,0.0002319349275548,1
2001-2005,KR,JP,108,111,2730,0.0395604395604395,0.0117951762425944,1
2001-2005,US,JP,610,111,2730,0.2234432234432234,8.29953054615232e-13,1
2001-2005,GB,KE,32,39,170,0.188235294117647,0.00036169813619,1
2001-2005,US,KE,27,39,170,0.1588235294117647,0.0013986543851442,1
2001-2005,GB,KH,5,18,28,0.1785714285714285,0.0352928458690063,1
2001-2005,CN,KR,85,61,1443,0.0589050589050589,0.026182211758528,1
2001-2005,JP,KR,110,61,1443,0.0762300762300762,0.0085867555451747,1
2001-2005,US,KR,770,61,1443,0.5336105336105336,1.333288053676266e-20,1
2001-2005,US,KW,41,23,118,0.3474576271186441,8.344336184931808e-05,1
2001-2005,RU,KZ,45,17,83,0.5421686746987951,3.7263879588768313e-06,1
2001-2005,FR,LB,20,26,115,0.1739130434782608,0.0084264398179873,1
2001-2005,GB,LB,17,26,115,0.1478260869565217,0.0183318326299396,1
2001-2005,US,LB,40,26,115,0.3478260869565217,2.2860492156503148e-05,1
2001-2005,GB,LK,36,32,122,0.2950819672131147,1.9601857949624617e-05,1
2001-2005,IN,LK,14,32,122,0.1147540983606557,0.0228550233422413,1
2001-2005,US,LK,14,32,122,0.1147540983606557,0.0228550233422413,1
2001-2005,ZA,LS,9,7,19,0.4736842105263157,0.0212558459687469,1
2001-2005,DE,LT,11,24,75,0.1466666666666666,0.0260453587390677,1
2001-2005,BE,LU,23,20,118,0.1949152542372881,0.0162551268023183,1
2001-2005,DE,LU,20,20,118,0.1694915254237288,0.029345215242405,1
2001-2005,FR,LU,42,20,118,0.3559322033898305,0.0002342610656313,1
2001-2005,DE,LV,12,18,43,0.2790697674418604,0.0038387077573459,1
2001-2005,RU,LV,7,18,43,0.1627906976744186,0.0487729212263036,1
2001-2005,EG,LY,17,20,74,0.2297297297297297,0.0070181004970643,1
2001-2005,GB,LY,11,20,74,0.1486486486486486,0.0469967433809331,1
2001-2005,IQ,LY,12,20,74,0.1621621621621621,0.0346768328912256,1
2001-2005,MY,LY,11,20,74,0.1486486486486486,0.0469967433809331,1
2001-2005,FR,MA,27,26,89,0.3033707865168539,0.0001188617366582,1
2001-2005,US,MA,11,26,89,0.1235955056179775,0.0369500390016406,1
2001-2005,RO,MD,17,12,36,0.4722222222222222,0.0008850383751134,1
2001-2005,RS,ME,14,6,19,0.7368421052631579,0.0012620658543943,1
2001-2005,RU,MN,14,13,36,0.3888888888888889,0.0027129523170886,1
2001-2005,CN,MO,11,10,33,0.3333333333333333,0.0260122948737489,1
2001-2005,HK,MO,11,10,33,0.3333333333333333,0.0260122948737489,1
2001-2005,GB,MT,20,13,39,0.5128205128205128,0.0001787590043704,1
2001-2005,IN,MV,8,9,18,0.4444444444444444,0.0090744426271167,1
2001-2005,CO,MX,142,63,1280,0.1109375,0.0006820278821095,1
2001-2005,ES,MX,195,63,1280,0.15234375,3.5450768095025294e-05,1
2001-2005,FR,MX,90,63,1280,0.0703125,0.0108866306319302,1
2001-2005,GB,MX,108,63,1280,0.084375,0.0042314947474355,1
2001-2005,US,MX,294,63,1280,0.2296875,9.404822603769889e-08,1
2001-2005,AU,MY,80,59,984,0.08130081300813,0.0073122875028591,1
2001-2005,GB,MY,259,59,984,0.2632113821138211,2.022500660431902e-08,1
2001-2005,ID,MY,118,59,984,0.1199186991869918,0.0006057898995575,1
2001-2005,IN,MY,74,59,984,0.0752032520325203,0.0107321082759089,1
2001-2005,JP,MY,54,59,984,0.0548780487804878,0.037870000173491,1
2001-2005,US,MY,75,59,984,0.0762195121951219,0.0100690736581432,1
2001-2005,PT,MZ,9,19,43,0.2093023255813953,0.014594469266603,1
2001-2005,FR,NC,9,5,13,0.6923076923076923,0.0089632715941318,1
2001-2005,FR,NE,6,12,17,0.3529411764705882,0.0083249455486784,1
2001-2005,GB,NG,42,42,154,0.2727272727272727,2.1359416047079246e-06,1
2001-2005,US,NG,18,42,154,0.1168831168831168,0.0061199192084379,1
2001-2005,ES,NI,10,16,38,0.2631578947368421,0.0102474668219079,1
2001-2005,BE,NL,100,112,2214,0.04516711833785,0.005914767441497,1
2001-2005,CN,NL,65,112,2214,0.0293586269196025,0.0366038429484971,1
2001-2005,DE,NL,162,112,2214,0.073170731707317,0.0002172556744853,1
2001-2005,ES,NL,88,112,2214,0.039747064137308,0.0110868059070165,1
2001-2005,FR,NL,80,112,2214,0.03613369467028,0.0168214968493563,1
2001-2005,GB,NL,201,112,2214,0.0907859078590785,2.581924724823828e-05,1
2001-2005,ID,NL,115,112,2214,0.0519421860885275,0.0026832753833438,1
2001-2005,IT,NL,97,112,2214,0.0438121047877145,0.006923087233421,1
2001-2005,PT,NL,79,112,2214,0.0356820234869015,0.0177194065592527,1
2001-2005,US,NL,195,112,2214,0.0880758807588075,3.592658741394202e-05,1
2001-2005,DE,NO,69,70,640,0.1078125,0.0003814813089027,1
2001-2005,GB,NO,75,70,640,0.1171875,0.0001840452844853,1
2001-2005,SE,NO,61,70,640,0.0953125,0.0009963288184377,1
2001-2005,US,NO,65,70,640,0.1015625,0.0006175371351415,1
2001-2005,IN,NP,40,26,98,0.4081632653061224,2.018589206651034e-06,1
2001-2005,AU,NZ,110,69,735,0.1496598639455782,1.630429864451046e-05,1
2001-2005,DE,NZ,43,69,735,0.0585034013605442,0.0165834683151561,1
2001-2005,GB,NZ,193,69,735,0.2625850340136054,1.0102117762909236e-09,1
2001-2005,US,NZ,113,69,735,0.1537414965986394,1.1754579598918235e-05,1
2001-2005,IN,OM,39,35,127,0.3070866141732283,3.82899095643355e-06,1
2001-2005,US,OM,13,35,127,0.1023622047244094,0.0254353918680621,1
2001-2005,CO,PA,11,23,67,0.1641791044776119,0.0193415348548523,1
2001-2005,US,PA,14,23,67,0.208955223880597,0.0057600131087367,1
2001-2005,BR,PE,29,37,361,0.0803324099722991,0.0490582152866545,1
2001-2005,ES,PE,68,37,361,0.1883656509695291,0.0005457265262501,1
2001-2005,US,PE,59,37,361,0.1634349030470914,0.001621775285522,1
2001-2005,ID,PH,20,39,135,0.1481481481481481,0.0022585761127614,1
2001-2005,JP,PH,11,39,135,0.0814814814814814,0.0395677024708942,1
2001-2005,US,PH,23,39,135,0.1703703703703703,0.0008271831110342,1
2001-2005,GB,PK,54,41,189,0.2857142857142857,1.4284945008956498e-06,1
2001-2005,US,PK,36,41,189,0.1904761904761904,0.0002133954060613,1
2001-2005,DE,PL,94,54,598,0.157190635451505,0.0001157859011921,1
2001-2005,FR,PL,38,54,598,0.0635451505016722,0.030817874336358,1
2001-2005,GB,PL,43,54,598,0.0719063545150501,0.0191586698749932,1
2001-2005,UA,PL,59,54,598,0.0986622073578595,0.0040648245371503,1
2001-2005,US,PL,84,54,598,0.1404682274247491,0.000328006579523,1
2001-2005,CO,PR,33,21,135,0.2444444444444444,0.0036755984976148,1
2001-2005,US,PR,67,21,135,0.4962962962962963,1.1053578102304483e-06,1
2001-2005,JO,PS,17,32,93,0.1827956989247312,0.0019153579804197,1
2001-2005,US,PS,11,32,93,0.1182795698924731,0.0201956585173341,1
2001-2005,BR,PT,222,65,1482,0.1497975708502024,3.086241127107068e-05,1
2001-2005,ES,PT,235,65,1482,0.1585695006747638,1.589161333245037e-05,1
2001-2005,FR,PT,126,65,1482,0.0850202429149797,0.0033910570543072,1
2001-2005,GB,PT,252,65,1482,0.1700404858299595,6.60149196396418e-06,1
2001-2005,US,PT,129,65,1482,0.0870445344129554,0.0029428894567427,1
2001-2005,BR,PY,14,12,50,0.28,0.0269561249468963,1
2001-2005,EG,QA,24,36,153,0.1568627450980392,0.0025494105686583,1
2001-2005,GB,QA,15,36,153,0.0980392156862745,0.0270126968925625,1
2001-2005,US,QA,17,36,153,0.1111111111111111,0.0162054731024043,1
2001-2005,FR,RE,7,6,12,0.5833333333333334,0.0125586741255143,1
2001-2005,DE,RO,31,31,214,0.1448598130841121,0.0091436478446107,1
2001-2005,FR,RO,42,31,214,0.1962616822429906,0.0014237712096918,1
2001-2005,HU,RO,21,31,214,0.0981308411214953,0.0451134530343772,1
2001-2005,US,RO,27,31,214,0.1261682242990654,0.017491819840561,1
2001-2005,BA,RS,16,37,136,0.1176470588235294,0.0110439429973143,1
2001-2005,ME,RS,19,37,136,0.1397058823529411,0.004439052910317,1
2001-2005,US,RS,18,37,136,0.1323529411764706,0.0060304755596815,1
2001-2005,DE,RU,32,81,598,0.0535117056856187,0.012280605375539,1
2001-2005,FR,RU,25,81,598,0.0418060200668896,0.0328303141385511,1
2001-2005,KZ,RU,38,81,598,0.0635451505016722,0.0052353707398326,1
2001-2005,UA,RU,136,81,598,0.2274247491638795,1.0845843298234222e-09,1
2001-2005,US,RU,52,81,598,0.0869565217391304,0.0006907433258003,1
2001-2005,EG,SA,120,51,530,0.2264150943396226,2.6631728575892854e-06,1
2001-2005,GB,SA,56,51,530,0.1056603773584905,0.0037594438582704,1
2001-2005,IN,SA,45,51,530,0.0849056603773584,0.0118384119965525,1
2001-2005,JO,SA,32,51,530,0.060377358490566,0.0444297283539706,1
2001-2005,US,SA,81,51,530,0.1528301886792452,0.0002503361507688,1
2001-2005,GB,SD,13,46,111,0.1171171171171171,0.0036782340530071,1
2001-2005,SA,SD,11,46,111,0.0990990990990991,0.0091298986099439,1
2001-2005,CN,SE,62,104,1506,0.0411686586985391,0.0131658469133371,1
2001-2005,DE,SE,106,104,1506,0.0703851261620186,0.0005435200541528,1
2001-2005,DK,SE,65,104,1506,0.0431606905710491,0.010627177190538,1
2001-2005,ES,SE,46,104,1506,0.0305444887118193,0.0409611408146718,1
2001-2005,FR,SE,49,104,1506,0.0325365205843293,0.0331407040345136,1
2001-2005,GB,SE,115,104,1506,0.0763612217795484,0.000279719206206,1
2001-2005,IN,SE,55,104,1506,0.0365205843293492,0.0216656328395207,1
2001-2005,NO,SE,48,104,1506,0.0318725099601593,0.0355674613360751,1
2001-2005,US,SE,156,104,1506,0.1035856573705179,1.2835300857500928e-05,1
2001-2005,AU,SG,59,46,828,0.0712560386473429,0.0359186607824441,1
2001-2005,CN,SG,222,46,828,0.2681159420289855,7.941507166791693e-07,1
2001-2005,GB,SG,72,46,828,0.0869565217391304,0.0166769121972436,1
2001-2005,IN,SG,79,46,828,0.0954106280193236,0.0109727792244917,1
2001-2005,US,SG,146,46,828,0.1763285024154589,0.0001617825603495,1
2001-2005,IT,SI,9,31,76,0.1184210526315789,0.0227948276352511,1
2001-2005,US,SI,8,31,76,0.1052631578947368,0.0355516378058259,1
2001-2005,CZ,SK,20,30,100,0.2,0.0015474250491067,1
2001-2005,DE,SK,14,30,100,0.14,0.0126024529890394,1
2001-2005,PL,SK,12,30,100,0.12,0.0245469474207405,1
2001-2005,GB,SL,6,5,11,0.5454545454545454,0.0426883409603169,1
2001-2005,BF,SN,5,24,39,0.1282051282051282,0.0426117264498642,1
2001-2005,FR,SN,5,24,39,0.1282051282051282,0.0426117264498642,1
2001-2005,FR,SY,14,27,88,0.1590909090909091,0.011052874455526,1
2001-2005,GB,SY,11,27,88,0.125,0.0310605669440998,1
2001-2005,IQ,SY,12,27,88,0.1363636363636363,0.0221107728712999,1
2001-2005,GB,TH,54,45,469,0.115138592750533,0.0045973881901606,1
2001-2005,US,TH,114,45,469,0.2430703624733475,4.769166173598123e-06,1
2001-2005,VN,TH,46,45,469,0.0980810234541577,0.0106505266898868,1
2001-2005,PT,TL,13,9,27,0.4814814814814814,0.0052253354036123,1
2001-2005,FR,TN,76,20,118,0.6440677966101694,2.992115671072558e-09,1
2001-2005,GB,TR,111,57,797,0.1392722710163111,0.0002251564960346,1
2001-2005,US,TR,417,57,797,0.5232120451693852,9.687582463252538e-19,1
2001-2005,GB,TT,6,13,22,0.2727272727272727,0.0218961430650195,1
2001-2005,GB,TW,83,50,851,0.0975323149236192,0.0065486433307845,1
2001-2005,US,TW,527,50,851,0.6192714453584018,2.8194023408052385e-21,1
2001-2005,GB,TZ,14,34,98,0.1428571428571428,0.0061766919481452,1
2001-2005,UG,TZ,11,34,98,0.1122448979591836,0.0196641346129457,1
2001-2005,US,TZ,12,34,98,0.1224489795918367,0.0134272907531306,1
2001-2005,RU,UA,128,48,290,0.4413793103448276,1.301666662947329e-12,1
2001-2005,US,UA,24,48,290,0.0827586206896551,0.0172476932800078,1
2001-2005,GB,UG,21,29,101,0.2079207920792079,0.0014639328958133,1
2001-2005,US,UG,12,29,101,0.1188118811881188,0.0289682140008316,1
2001-2005,AU,US,405,170,19361,0.0209183409947833,0.0280799704553497,1
2001-2005,BR,US,645,170,19361,0.0333143949176178,0.0032599242889656,1
2001-2005,CA,US,1207,170,19361,0.0623418211869221,1.885941856687062e-05,1
2001-2005,CN,US,1932,170,19361,0.0997882340788182,1.9242068451662693e-08,1
2001-2005,DE,US,1009,170,19361,0.0521150767005836,0.0001179502962587,1
2001-2005,ES,US,522,170,19361,0.0269614172821651,0.0098623483059503,1
2001-2005,FR,US,685,170,19361,0.0353804039047569,0.0022707931245926,1
2001-2005,GB,US,1609,170,19361,0.08310521150767,4.285447911492151e-07,1
2001-2005,IN,US,1399,170,19361,0.0722586643251898,3.1271398136123718e-06,1
2001-2005,IT,US,476,170,19361,0.0245855069469552,0.0148927709634704,1
2001-2005,JP,US,887,170,19361,0.0458137492898094,0.0003614124268872,1
2001-2005,KR,US,1098,170,19361,0.0567119466969681,5.186716041759965e-05,1
2001-2005,MX,US,398,170,19361,0.0205567894220339,0.0298878692670594,1
2001-2005,TR,US,595,170,19361,0.030731883683694,0.0051170972190081,1
2001-2005,TW,US,386,170,19361,0.0199369867258922,0.0332602825128306,1
2001-2005,AR,UY,10,21,63,0.1587301587301587,0.0315287245943191,1
2001-2005,BR,UY,10,21,63,0.1587301587301587,0.0315287245943191,1
2001-2005,ES,UY,10,21,63,0.1587301587301587,0.0315287245943191,1
2001-2005,US,UY,10,21,63,0.1587301587301587,0.0315287245943191,1
2001-2005,RU,UZ,13,11,32,0.40625,0.0054454807399304,1
2001-2005,IT,VA,9,9,21,0.4285714285714285,0.0113683022189317,1
2001-2005,CO,VE,66,28,284,0.2323943661971831,0.000792009053485,1
2001-2005,CU,VE,36,28,284,0.1267605633802817,0.0257395056144085,1
2001-2005,ES,VE,55,28,284,0.1936619718309859,0.002992008630382,1
2001-2005,US,VE,39,28,284,0.1373239436619718,0.0185305835752191,1
2001-2005,AU,VN,17,34,140,0.1214285714285714,0.0139522259265407,1
